"Дата","Область","Місто","Значення 1","Значення 2","Значення 3","Значення 4","Значення 5","Значення 6","Значення 7","Значення 8","Значення 9","Значення 10","long","lat"
"23.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"23.05.2024","Харківська","Золочів","1","0","1","0","0","0","1","0","1","0","35,9760431","50,2690697"
"23.05.2024","Харківська","Золочів","1","0","1","0","0","0","0","0","0","0","35,9760431","50,2690697"
"23.05.2024","Харківська","Люботин","1","0","1","0","0","0","1","0","1","0","35,9407539","49,9511113"
"23.05.2024","Харківська","Люботин","1","0","1","0","0","0","1","0","0","0","35,9407539","49,9511113"
"23.05.2024","Харківська","Люботин","0","0","0","0","0","0","1","0","0","0","35,9407539","49,9511113"
"23.05.2024","Харківська","Люботин","0","0","0","0","0","0","1","0","0","0","35,9407539","49,9511113"
"23.05.2024","Харківська","Люботин","0","0","0","0","0","0","1","0","0","0","35,9407539","49,9511113"
"23.05.2024","Харківська","Люботин","0","0","0","0","0","0","1","0","0","0","35,9407539","49,9511113"
"23.05.2024","Харківська","Люботин","0","0","0","0","0","0","1","0","0","0","35,9407539","49,9511113"
"23.05.2024","Харківська","Люботин","0","0","0","0","0","0","1","0","0","0","35,9407539","49,9511113"
"23.05.2024","Харківська","Дергачі","1","0","0","0","1","0","1","0","1","1","36,1155026","50,1097212"
"23.05.2024","Харківська","Дергачі","1","0","0","0","1","0","1","0","0","0","36,1155026","50,1097212"
"23.05.2024","Харківська","Дергачі","0","0","0","0","0","0","1","0","0","0","36,1155026","50,1097212"
"23.05.2024","Харківська","Дергачі","0","0","0","0","0","0","1","0","0","0","36,1155026","50,1097212"
"23.05.2024","Харківська","Дергачі","0","0","0","0","0","0","1","0","0","0","36,1155026","50,1097212"
"23.05.2024","Харківська","Дергачі","0","0","0","0","0","0","1","0","0","0","36,1155026","50,1097212"
"23.05.2024","Харківська","Дергачі","0","0","0","0","0","0","1","0","0","0","36,1155026","50,1097212"
"23.05.2024","Харківська","Дергачі","0","0","0","0","0","0","1","0","0","0","36,1155026","50,1097212"
"23.05.2024","Харківська","Дергачі","0","0","0","0","0","0","1","0","0","0","36,1155026","50,1097212"
"23.05.2024","Харківська","Дергачі","0","0","0","0","0","0","1","0","0","0","36,1155026","50,1097212"
"23.05.2024","Харківська","Дергачі","0","0","0","0","0","0","1","0","0","0","36,1155026","50,1097212"
"23.05.2024","Харківська","Дергачі","0","0","0","0","0","0","1","0","0","0","36,1155026","50,1097212"
"23.05.2024","Харківська","Дергачі","0","0","0","0","0","0","1","0","0","0","36,1155026","50,1097212"
"24.05.2024","Харківська","Харків","1","0","1","0","0","0","0","0","1","0","36,3073994","50,0020127"
"24.05.2024","Харківська","Харків","1","0","1","0","0","0","0","0","1","0","36,3073994","50,0020127"
"24.05.2024","Харківська","Золочів","1","0","1","0","0","0","0","0","1","0","35,9760431","50,2690697"
"24.05.2024","Харківська","Золочів","1","0","1","0","0","0","0","0","0","0","35,9760431","50,2690697"
"24.05.2024","Кіровоградська","Кропивницький","1","1","0","0","0","0","0","0","0","0","32,2641984","48,5070977"
"24.05.2024","Запорізька","Гуляйполе","1","0","0","0","1","0","0","0","1","0","36,2732384","47,6607145"
"25.05.2024","Харківська","Харків","1","0","1","1","1","1","1","0","1","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","1","0","0","0","1","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","1","0","0","0","1","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","1","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","1","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","1","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"25.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"26.05.2024","Харківська","Чугуїв","1","0","1","0","0","0","1","0","1","0","36,6813122","49,8363158"
"26.05.2024","Хмельницька","Старокостянтинів","1","1","0","1","0","0","1","1","1","1","27,2121595","49,7546828"
"26.05.2024","Хмельницька","Старокостянтинів","1","1","0","0","0","0","1","0","1","1","27,2121595","49,7546828"
"26.05.2024","Хмельницька","Старокостянтинів","1","0","0","0","0","0","1","0","1","0","27,2121595","49,7546828"
"26.05.2024","Хмельницька","Старокостянтинів","0","0","0","0","0","0","1","0","1","0","27,2121595","49,7546828"
"26.05.2024","Хмельницька","Старокостянтинів","0","0","0","0","0","0","1","0","1","0","27,2121595","49,7546828"
"26.05.2024","Хмельницька","Старокостянтинів","0","0","0","0","0","0","1","0","0","0","27,2121595","49,7546828"
"26.05.2024","Хмельницька","Старокостянтинів","0","0","0","0","0","0","1","0","0","0","27,2121595","49,7546828"
"26.05.2024","Харківська","Ізюм","1","0","0","0","1","1","1","0","1","0","37,2665006","49,2121445"
"26.05.2024","Харківська","Ізюм","0","0","0","0","0","0","1","0","0","0","37,2665006","49,2121445"
"26.05.2024","Херсонська","Херсон","1","0","0","0","1","0","1","0","1","1","32,616867","46,635417"
"26.05.2024","Херсонська","Херсон","1","0","0","0","1","0","1","0","1","0","32,616867","46,635417"
"26.05.2024","Херсонська","Херсон","1","0","0","0","1","0","1","0","1","0","32,616867","46,635417"
"26.05.2024","Херсонська","Херсон","0","0","0","0","0","0","0","0","1","0","32,616867","46,635417"
"26.05.2024","Херсонська","Херсон","0","0","0","0","0","0","0","0","1","0","32,616867","46,635417"
"26.05.2024","Херсонська","Херсон","0","0","0","0","0","0","0","0","1","0","32,616867","46,635417"
"26.05.2024","Херсонська","Херсон","0","0","0","0","0","0","0","0","1","0","32,616867","46,635417"
"26.05.2024","Миколаївська","Миколаїв","1","0","0","1","0","0","0","0","1","0","32,003246","46,9660801"
"26.05.2024","Запорізька","Запоріжжя","1","1","0","0","0","0","0","0","1","0","35,1387097","47,8392842"
"26.05.2024","Вінницька","Жмеринка","1","0","0","1","0","0","1","0","1","0","28,1085937","49,0390512"
"26.05.2024","Вінницька","Жмеринка","0","0","0","0","0","0","1","0","1","0","28,1085937","49,0390512"
"26.05.2024","Вінницька","Жмеринка","0","0","0","0","0","0","1","0","1","0","28,1085937","49,0390512"
"26.05.2024","Вінницька","Жмеринка","0","0","0","0","0","0","0","0","1","0","28,1085937","49,0390512"
"26.05.2024","Вінницька","Жмеринка","0","0","0","0","0","0","0","0","1","0","28,1085937","49,0390512"
"26.05.2024","Вінницька","Жмеринка","0","0","0","0","0","0","0","0","1","0","28,1085937","49,0390512"
"26.05.2024","Вінницька","Жмеринка","0","0","0","0","0","0","0","0","1","0","28,1085937","49,0390512"
"26.05.2024","Вінницька","Жмеринка","0","0","0","0","0","0","0","0","1","0","28,1085937","49,0390512"
"26.05.2024","Вінницька","Жмеринка","0","0","0","0","0","0","0","0","1","0","28,1085937","49,0390512"
"26.05.2024","Вінницька","Жмеринка","0","0","0","0","0","0","0","0","1","0","28,1085937","49,0390512"
"27.05.2024","Харківська","Харків","1","0","1","0","1","1","1","0","1","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","1","0","1","0","1","0","1","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","0","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","0","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","0","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","0","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","0","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","1","0","0","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","0","0","0","0","0","0","36,3073994","50,0020127"
"27.05.2024","Харківська","Харків","1","0","0","0","0","0","0","0","0","0","36,3073994","50,0020127"
"27.05.2024","Миколаївська","Снігурівка","1","1","0","0","0","1","1","0","1","0","32,8061775","47,07537"
"27.05.2024","Миколаївська","Снігурівка","0","0","0","0","0","1","1","0","1","0","32,8061775","47,07537"
"27.05.2024","Миколаївська","Снігурівка","0","0","0","0","0","1","1","0","1","0","32,8061775","47,07537"
"27.05.2024","Миколаївська","Снігурівка","0","0","0","0","0","0","1","0","1","0","32,8061775","47,07537"
"27.05.2024","Миколаївська","Снігурівка","0","0","0","0","0","0","1","0","1","0","32,8061775","47,07537"
"27.05.2024","Миколаївська","Снігурівка","0","0","0","0","0","0","1","0","1","0","32,8061775","47,07537"
"27.05.2024","Миколаївська","Снігурівка","0","0","0","0","0","0","0","0","1","0","32,8061775","47,07537"
"27.05.2024","Херсонська","Херсон","1","0","0","0","1","0","1","0","1","0","32,616867","46,635417"
"27.05.2024","Херсонська","Херсон","1","0","0","0","1","0","1","0","1","0","32,616867","46,635417"
"27.05.2024","Херсонська","Херсон","1","0","0","0","1","0","1","0","1","0","32,616867","46,635417"
"27.05.2024","Херсонська","Херсон","0","0","0","0","0","0","1","0","1","0","32,616867","46,635417"
"27.05.2024","Херсонська","Херсон","0","0","0","0","0","0","1","0","1","0","32,616867","46,635417"
"28.05.2024","Херсонська","Берислав","1","0","0","0","1","0","0","0","1","0","33,4273644","46,8433183"
"28.05.2024","Херсонська","Берислав","1","0","0","0","1","0","0","0","1","0","33,4273644","46,8433183"
"28.05.2024","Херсонська","Берислав","1","0","0","0","1","0","0","0","1","0","33,4273644","46,8433183"
"28.05.2024","Херсонська","Берислав","0","0","0","0","0","0","0","0","1","0","33,4273644","46,8433183"
"28.05.2024","Херсонська","Берислав","0","0","0","0","0","0","0","0","1","0","33,4273644","46,8433183"
"28.05.2024","Херсонська","Берислав","0","0","0","0","0","0","0","0","1","0","33,4273644","46,8433183"
"28.05.2024","Херсонська","Берислав","0","0","0","0","0","0","0","0","1","0","33,4273644","46,8433183"
"28.05.2024","Миколаївська","Очаків","1","0","0","1","0","0","0","0","1","0","31,5387942","46,6187667"
"28.05.2024","Харківська","Харків","1","0","0","0","1","1","1","0","1","1","36,3073994","50,0020127"
"28.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"28.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"28.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"28.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"28.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"28.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"28.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"28.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"28.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"28.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"28.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","0","0","36,3073994","50,0020127"
"28.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"28.05.2024","Одеська","Одеса","1","0","1","0","0","0","0","0","1","0","30,7306393","46,4702111"
"28.05.2024","Одеська","Одеса","1","0","1","0","0","0","0","0","1","0","30,7306393","46,4702111"
"28.05.2024","Одеська","Одеса","0","0","0","0","0","0","0","0","1","0","30,7306393","46,4702111"
"28.05.2024","Одеська","Одеса","0","0","0","0","0","0","0","0","1","0","30,7306393","46,4702111"
"28.05.2024","Одеська","Одеса","0","0","0","0","0","0","0","0","1","0","30,7306393","46,4702111"
"29.05.2024","Одеська","Одеса","1","1","0","0","0","0","0","0","1","0","30,7306393","46,4702111"
"29.05.2024","Одеська","Одеса","1","1","0","0","0","0","0","0","1","0","30,7306393","46,4702111"
"29.05.2024","Одеська","Одеса","0","0","0","0","0","0","0","0","1","0","30,7306393","46,4702111"
"29.05.2024","Одеська","Одеса","0","0","0","0","0","0","0","0","1","0","30,7306393","46,4702111"
"29.05.2024","Одеська","Одеса","0","0","0","0","0","0","0","0","1","0","30,7306393","46,4702111"
"29.05.2024","Кіровоградська","Кропивницький","1","0","0","1","0","0","0","1","0","0","32,2641984","48,5070977"
"29.05.2024","Херсонська","Херсон","1","0","0","0","1","0","1","0","1","0","32,616867","46,635417"
"29.05.2024","Херсонська","Херсон","1","0","0","0","1","0","1","0","1","0","32,616867","46,635417"
"29.05.2024","Херсонська","Херсон","1","0","0","0","1","0","1","0","1","0","32,616867","46,635417"
"29.05.2024","Херсонська","Херсон","0","0","0","0","0","0","1","0","1","0","32,616867","46,635417"
"29.05.2024","Херсонська","Херсон","0","0","0","0","0","0","1","0","1","0","32,616867","46,635417"
"29.05.2024","Херсонська","Херсон","0","0","0","0","0","0","0","0","1","0","32,616867","46,635417"
"29.05.2024","Херсонська","Херсон","0","0","0","0","0","0","0","0","1","0","32,616867","46,635417"
"29.05.2024","Харківська","Харків","1","0","0","0","1","0","1","0","1","1","36,3073994","50,0020127"
"29.05.2024","Харківська","Харків","1","0","0","0","1","0","0","0","1","0","36,3073994","50,0020127"
"29.05.2024","Харківська","Харків","1","0","0","0","1","0","0","0","1","0","36,3073994","50,0020127"
"29.05.2024","Харківська","Харків","1","0","0","0","1","0","0","0","1","0","36,3073994","50,0020127"
"29.05.2024","Харківська","Харків","1","0","0","0","1","0","0","0","0","0","36,3073994","50,0020127"
"29.05.2024","Харківська","Харків","1","0","0","0","1","0","0","0","0","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","1","0","1","0","0","1","1","0","1","1","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","1","0","1","0","0","1","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","1","0","1","0","0","1","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","1","0","1","0","0","1","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","1","0","1","0","0","1","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","1","0","1","0","0","1","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","1","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"30.05.2024","Харківська","Харків","0","0","0","0","0","0","1","0","0","0","36,3073994","50,0020127"
"31.05.2024","Одеська","Одеса","1","1","0","0","0","0","0","0","1","0","30,7306393","46,4702111"
"31.05.2024","Одеська","Одеса","1","1","0","0","0","0","0","0","1","0","30,7306393","46,4702111"
"31.05.2024","Київська","Київ","1","0","1","0","0","0","0","0","1","0","30,5245025","50,4503596"
"31.05.2024","Харківська","Вовчанськ","1","0","0","0","1","0","0","0","0","1","36,9329429","50,284234"
"31.05.2024","Харківська","Вовчанськ","1","0","0","0","1","0","0","0","0","1","36,9329429","50,284234"
"31.05.2024","Харківська","Вовчанськ","1","0","0","0","1","0","0","0","0","1","36,9329429","50,284234"
"31.05.2024","Харківська","Вовчанськ","1","0","0","0","1","0","0","0","0","1","36,9329429","50,284234"
"31.05.2024","Харківська","Вовчанськ","1","0","0","0","1","0","0","0","0","1","36,9329429","50,284234"
"31.05.2024","Харківська","Вовчанськ","1","0","0","0","1","0","0","0","0","0","36,9329429","50,284234"
"31.05.2024","Харківська","Вовчанськ","1","0","0","0","1","0","0","0","0","0","36,9329429","50,284234"
"31.05.2024","Харківська","Вовчанськ","1","0","0","0","1","0","0","0","0","0","36,9329429","50,284234"
"31.05.2024","Харківська","Вовчанськ","1","0","0","0","1","0","0","0","0","0","36,9329429","50,284234"
"31.05.2024","Харківська","Вовчанськ","1","0","0","0","1","0","0","0","0","0","36,9329429","50,284234"
"31.05.2024","Харківська","Вовчанськ","1","0","0","0","1","0","0","0","0","0","36,9329429","50,284234"
"31.05.2024","Харківська","Вовчанськ","1","0","0","0","1","0","0","0","0","0","36,9329429","50,284234"
"31.05.2024","Харківська","Вовчанськ","1","0","0","0","1","0","0","0","0","0","36,9329429","50,284234"
"31.05.2024","Харківська","Вовчанськ","1","0","0","0","1","0","0","0","0","0","36,9329429","50,284234"
"31.05.2024","Харківська","Вовчанськ","1","0","0","0","1","0","0","0","0","0","36,9329429","50,284234"
"01.06.2024","Одеська","Одеса","1","1","0","0","0","0","0","0","1","0","30,7306393","46,4702111"
"01.06.2024","Одеська","Одеса","1","1","0","0","0","0","0","0","1","0","30,7306393","46,4702111"
"01.06.2024","Одеська","Одеса","0","0","0","0","0","0","0","0","1","0","30,7306393","46,4702111"
"01.06.2024","Івано-Франківська","Бурштин","1","1","0","0","0","0","0","1","0","0","24,62688","49,2605667"
"01.06.2024","Івано-Франківська","Бурштин","1","1","0","0","0","0","0","0","0","0","24,62688","49,2605667"
"01.06.2024","Харківська","Балаклія","1","0","1","0","0","0","1","0","1","0","36,8584805","49,4643925"
"01.06.2024","Харківська","Балаклія","0","0","0","0","0","0","1","0","1","0","36,8584805","49,4643925"
"01.06.2024","Харківська","Балаклія","0","0","0","0","0","0","1","0","1","0","36,8584805","49,4643925"
"01.06.2024","Харківська","Балаклія","0","0","0","0","0","0","1","0","1","0","36,8584805","49,4643925"
"01.06.2024","Харківська","Балаклія","0","0","0","0","0","0","1","0","1","0","36,8584805","49,4643925"
"01.06.2024","Харківська","Балаклія","0","0","0","0","0","0","1","0","0","0","36,8584805","49,4643925"
"01.06.2024","Харківська","Балаклія","0","0","0","0","0","0","1","0","0","0","36,8584805","49,4643925"
"01.06.2024","Харківська","Балаклія","0","0","0","0","0","0","1","0","0","0","36,8584805","49,4643925"
"01.06.2024","Харківська","Балаклія","0","0","0","0","0","0","1","0","0","0","36,8584805","49,4643925"
"01.06.2024","Харківська","Балаклія","0","0","0","0","0","0","1","0","0","0","36,8584805","49,4643925"
"01.06.2024","Харківська","Балаклія","0","0","0","0","0","0","1","0","0","0","36,8584805","49,4643925"
"01.06.2024","Харківська","Балаклія","0","0","0","0","0","0","1","0","0","0","36,8584805","49,4643925"
"01.06.2024","Харківська","Дергачі","1","0","0","0","1","0","0","0","1","1","36,1155026","50,1097212"
"01.06.2024","Харківська","Дергачі","1","0","0","0","1","0","0","0","1","0","36,1155026","50,1097212"
"01.06.2024","Харківська","Дергачі","1","0","0","0","1","0","0","0","1","0","36,1155026","50,1097212"
"01.06.2024","Харківська","Дергачі","1","0","0","0","1","0","0","0","0","0","36,1155026","50,1097212"
"01.06.2024","Харківська","Дергачі","1","0","0","0","1","0","0","0","0","0","36,1155026","50,1097212"
"01.06.2024","Херсонська","Херсон","1","0","0","0","1","0","1","0","1","0","32,616867","46,635417"
"01.06.2024","Херсонська","Херсон","1","0","0","0","1","0","1","0","1","0","32,616867","46,635417"
"01.06.2024","Херсонська","Херсон","1","0","0","0","1","0","1","0","1","0","32,616867","46,635417"
"01.06.2024","Херсонська","Херсон","0","0","0","0","0","0","1","0","0","0","32,616867","46,635417"
"01.06.2024","Херсонська","Херсон","0","0","0","0","0","0","1","0","0","0","32,616867","46,635417"
"01.06.2024","Миколаївська","Вознесенськ","1","1","0","0","0","0","0","1","0","0","31,336117","47,5605"
"01.06.2024","Запорізька","Запоріжжя","1","0","1","0","0","0","0","1","1","0","35,1387097","47,8392842"
"01.06.2024","Запорізька","Запоріжжя","1","0","1","0","0","0","0","0","1","0","35,1387097","47,8392842"
"01.06.2024","Запорізька","Запоріжжя","1","0","1","0","0","0","0","0","1","0","35,1387097","47,8392842"
"01.06.2024","Запорізька","Запоріжжя","1","0","1","0","0","0","0","0","1","0","35,1387097","47,8392842"
"01.06.2024","Запорізька","Запоріжжя","0","0","0","0","0","0","0","0","1","0","35,1387097","47,8392842"
"01.06.2024","Запорізька","Запоріжжя","0","0","0","0","0","0","0","0","1","0","35,1387097","47,8392842"
"01.06.2024","Запорізька","Запоріжжя","0","0","0","0","0","0","0","0","1","0","35,1387097","47,8392842"
"01.06.2024","Запорізька","Запоріжжя","0","0","0","0","0","0","0","0","1","0","35,1387097","47,8392842"
"01.06.2024","Запорізька","Запоріжжя","0","0","0","0","0","0","0","0","1","0","35,1387097","47,8392842"
"01.06.2024","Запорізька","Запоріжжя","0","0","0","0","0","0","0","0","1","0","35,1387097","47,8392842"
"01.06.2024","Запорізька","Запоріжжя","0","0","0","0","0","0","0","0","1","0","35,1387097","47,8392842"
